
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-23 12:36:13 /v1/models ................................... ~ 0.26ms
  2026-04-23 12:36:18 /v1/models ................................. ~ 649.30ms
  2026-04-23 12:36:19 /v1/models ................................... ~ 0.33ms
  2026-04-23 12:36:23 /v1/models ................................. ~ 541.56ms
  2026-04-23 12:36:25 /v1/models ................................. ~ 501.11ms
  2026-04-23 12:36:29 /v1/models ................................. ~ 500.50ms
  2026-04-23 12:36:31 /v1/models ................................. ~ 500.70ms
  2026-04-23 12:36:34 /v1/models ................................. ~ 650.40ms
  2026-04-23 12:36:37 /v1/models ................................. ~ 500.58ms
  2026-04-23 12:36:39 /v1/models ................................... ~ 0.62ms
  2026-04-23 12:36:43 /v1/models ................................. ~ 500.85ms
  2026-04-23 12:36:45 /v1/models ................................. ~ 500.61ms
  2026-04-23 12:36:49 /v1/models ................................... ~ 0.27ms
  2026-04-23 12:36:50 /v1/models ................................. ~ 500.98ms
  2026-04-23 12:36:55 /v1/models ................................. ~ 500.62ms
  2026-04-23 12:36:56 /v1/models ................................. ~ 542.00ms
  2026-04-23 12:37:01 /v1/models ................................... ~ 0.57ms
  2026-04-23 12:37:01 /v1/models ................................. ~ 646.66ms
  2026-04-23 12:37:07 /v1/models ................................. ~ 500.44ms
  2026-04-23 12:37:08 /v1/models ................................. ~ 500.76ms
  2026-04-23 12:37:13 /v1/models ................................... ~ 1.84ms
  2026-04-23 12:37:14 /v1/models ................................. ~ 646.51ms
  2026-04-23 12:37:19 /v1/models ................................. ~ 500.90ms
  2026-04-23 12:37:20 /v1/models ................................. ~ 571.26ms
  2026-04-23 12:37:25 /v1/models ................................... ~ 0.52ms
  2026-04-23 12:37:26 /v1/models ................................... ~ 1.42ms
  2026-04-23 12:37:31 /v1/models ................................... ~ 0.63ms
  2026-04-23 12:37:32 /v1/models ................................... ~ 0.44ms
  2026-04-23 12:37:37 /v1/models ....................................... ~ 1s
  2026-04-23 13:00:14 /v1/models ................................. ~ 500.49ms
  2026-04-23 13:00:15 /v1/models ................................... ~ 0.15ms
  2026-04-23 13:00:20 /v1/models .................................. ~ 30.51ms
  2026-04-23 13:00:20 /v1/models ................................... ~ 0.44ms
  2026-04-23 13:00:24 /v1/models ................................. ~ 500.89ms
  2026-04-23 13:00:25 /v1/models ................................. ~ 500.55ms
  2026-04-23 13:00:30 /v1/models ................................. ~ 500.51ms
  2026-04-23 13:00:31 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:00:36 /v1/models ................................. ~ 500.56ms
  2026-04-23 13:00:37 /v1/models ................................. ~ 500.54ms
  2026-04-23 13:00:42 /v1/models ................................. ~ 500.80ms
  2026-04-23 13:00:43 /v1/models ................................... ~ 0.59ms
  2026-04-23 13:00:48 /v1/models ................................. ~ 500.69ms
  2026-04-23 13:00:49 /v1/models ................................. ~ 557.95ms
  2026-04-23 13:00:54 /v1/models ................................. ~ 500.60ms
  2026-04-23 13:00:55 /v1/models ................................... ~ 0.45ms
  2026-04-23 13:01:00 /v1/models ................................... ~ 0.46ms
  2026-04-23 13:01:01 /v1/models ................................. ~ 500.53ms
  2026-04-23 13:01:06 /v1/models ................................... ~ 0.39ms
  2026-04-23 13:01:07 /v1/models ................................... ~ 0.29ms
  2026-04-23 13:01:12 /v1/models ................................. ~ 575.40ms
  2026-04-23 13:01:13 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:01:18 /v1/models ................................. ~ 500.46ms
  2026-04-23 13:01:19 /v1/models ................................... ~ 0.61ms
  2026-04-23 13:01:24 /v1/models ................................... ~ 0.67ms
  2026-04-23 13:01:25 /v1/models ................................. ~ 500.71ms
  2026-04-23 13:01:30 /v1/models ................................. ~ 500.58ms
  2026-04-23 13:01:31 /v1/models ................................. ~ 500.78ms
  2026-04-23 13:01:36 /v1/models ................................. ~ 500.87ms
  2026-04-23 13:01:37 /v1/models ................................. ~ 500.80ms
  2026-04-23 13:01:42 /v1/models ................................... ~ 0.25ms
  2026-04-23 13:01:43 /v1/models ................................. ~ 500.89ms
  2026-04-23 13:01:48 /v1/models ................................... ~ 0.26ms
  2026-04-23 13:01:49 /v1/models ................................... ~ 0.30ms
  2026-04-23 13:01:54 /v1/models ................................... ~ 0.27ms
  2026-04-23 13:01:55 /v1/models ................................. ~ 562.02ms
  2026-04-23 13:02:00 /v1/models ................................. ~ 500.49ms
  2026-04-23 13:02:01 /v1/models ................................. ~ 500.65ms
  2026-04-23 13:02:06 /v1/models ................................. ~ 525.25ms
  2026-04-23 13:02:07 /v1/models ................................. ~ 578.89ms
  2026-04-23 13:02:12 /v1/models ................................. ~ 504.87ms
  2026-04-23 13:02:13 /v1/models ................................. ~ 500.68ms
  2026-04-23 13:02:18 /v1/models ................................... ~ 0.45ms
  2026-04-23 13:02:19 /v1/models ................................. ~ 500.62ms
  2026-04-23 13:02:24 /v1/models ................................. ~ 500.61ms
  2026-04-23 13:02:25 /v1/models ................................. ~ 500.94ms
  2026-04-23 13:02:30 /v1/models ................................... ~ 0.69ms
  2026-04-23 13:02:31 /v1/models ................................. ~ 567.73ms
  2026-04-23 13:02:36 /v1/models ................................. ~ 563.29ms
  2026-04-23 13:02:37 /v1/models ................................. ~ 569.97ms
  2026-04-23 13:02:42 /v1/models ................................. ~ 574.62ms
  2026-04-23 13:02:43 /v1/models ................................. ~ 565.89ms
  2026-04-23 13:02:48 /v1/models ................................... ~ 0.79ms
  2026-04-23 13:02:49 /v1/models ................................... ~ 0.53ms
  2026-04-23 13:02:54 /v1/models ................................. ~ 500.78ms
  2026-04-23 13:02:55 /v1/models ................................. ~ 500.69ms
  2026-04-23 13:03:00 /v1/models ................................. ~ 575.11ms
  2026-04-23 13:03:01 /v1/models ................................. ~ 502.54ms
  2026-04-23 13:03:06 /v1/models ................................. ~ 569.16ms
  2026-04-23 13:03:07 /v1/models ................................. ~ 501.07ms
  2026-04-23 13:03:12 /v1/models ................................. ~ 572.43ms
  2026-04-23 13:03:13 /v1/models ................................. ~ 572.65ms
  2026-04-23 13:03:18 /v1/models ................................. ~ 507.53ms
  2026-04-23 13:03:19 /v1/models ................................. ~ 569.01ms
  2026-04-23 13:03:24 /v1/models ................................... ~ 0.52ms
  2026-04-23 13:03:25 /v1/models ................................... ~ 0.33ms
  2026-04-23 13:03:30 /v1/models ................................... ~ 1.22ms
  2026-04-23 13:03:31 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:03:36 /v1/models ................................. ~ 500.49ms
  2026-04-23 13:03:37 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:03:42 /v1/models ................................. ~ 500.55ms
  2026-04-23 13:03:43 /v1/models ................................. ~ 564.22ms
  2026-04-23 13:03:48 /v1/models ................................. ~ 500.46ms
  2026-04-23 13:03:49 /v1/models ................................. ~ 560.21ms
  2026-04-23 13:03:54 /v1/models ................................... ~ 0.48ms
  2026-04-23 13:03:55 /v1/models ................................... ~ 0.44ms
  2026-04-23 13:04:00 /v1/models ................................... ~ 0.46ms
  2026-04-23 13:04:01 /v1/models ................................. ~ 569.90ms
  2026-04-23 13:04:06 /v1/models ................................. ~ 562.08ms
  2026-04-23 13:04:07 /v1/models ................................. ~ 575.43ms
  2026-04-23 13:04:12 /v1/models ................................... ~ 0.28ms
  2026-04-23 13:04:13 /v1/models ................................... ~ 0.31ms
  2026-04-23 13:04:18 /v1/models ................................... ~ 0.60ms
  2026-04-23 13:04:19 /v1/models ................................. ~ 500.70ms
  2026-04-23 13:04:24 /v1/models ................................. ~ 573.36ms
  2026-04-23 13:04:25 /v1/models ................................. ~ 500.68ms
  2026-04-23 13:04:30 /v1/models ................................... ~ 0.35ms
  2026-04-23 13:04:31 /v1/models ................................... ~ 0.27ms
  2026-04-23 13:04:36 /v1/models ................................. ~ 569.34ms
  2026-04-23 13:04:37 /v1/models ................................. ~ 570.07ms
  2026-04-23 13:04:42 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:04:43 /v1/models ................................... ~ 0.23ms
  2026-04-23 13:04:48 /v1/models ................................. ~ 501.88ms
  2026-04-23 13:04:49 /v1/models ................................. ~ 500.46ms
  2026-04-23 13:04:54 /v1/models ................................. ~ 500.49ms
  2026-04-23 13:04:55 /v1/models ................................. ~ 541.86ms
  2026-04-23 13:05:00 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:05:01 /v1/models ................................. ~ 559.21ms
  2026-04-23 13:05:06 /v1/models ................................. ~ 572.48ms
  2026-04-23 13:05:07 /v1/models ................................. ~ 500.73ms
  2026-04-23 13:05:12 /v1/models ................................. ~ 573.56ms
  2026-04-23 13:05:13 /v1/models ................................. ~ 500.56ms
  2026-04-23 13:05:18 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:05:19 /v1/models ................................... ~ 0.28ms
  2026-04-23 13:05:24 /v1/models ................................. ~ 500.51ms
  2026-04-23 13:05:25 /v1/models ................................. ~ 502.14ms
  2026-04-23 13:05:30 /v1/models ................................. ~ 571.62ms
  2026-04-23 13:05:31 /v1/models ................................... ~ 0.48ms
  2026-04-23 13:05:36 /v1/models ................................. ~ 554.91ms
  2026-04-23 13:05:37 /v1/models ................................... ~ 0.28ms
  2026-04-23 13:05:42 /v1/models ................................. ~ 564.77ms
  2026-04-23 13:05:43 /v1/models ................................. ~ 500.74ms
  2026-04-23 13:05:48 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:05:49 /v1/models ................................. ~ 561.15ms
  2026-04-23 13:05:54 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:05:55 /v1/models ................................... ~ 0.43ms
  2026-04-23 13:06:00 /v1/models ................................. ~ 506.98ms
  2026-04-23 13:06:01 /v1/models ................................. ~ 500.52ms
  2026-04-23 13:06:06 /v1/models ................................. ~ 574.74ms
  2026-04-23 13:06:07 /v1/models ................................. ~ 567.81ms
  2026-04-23 13:06:12 /v1/models ................................... ~ 0.75ms
  2026-04-23 13:06:13 /v1/models ................................... ~ 0.31ms
  2026-04-23 13:06:18 /v1/models ................................. ~ 500.75ms
  2026-04-23 13:06:19 /v1/models ................................. ~ 500.73ms
  2026-04-23 13:06:24 /v1/models ................................. ~ 502.02ms
  2026-04-23 13:06:25 /v1/models ................................. ~ 500.44ms
  2026-04-23 13:06:30 /v1/models ................................... ~ 0.27ms
  2026-04-23 13:06:31 /v1/models ................................. ~ 500.61ms
  2026-04-23 13:06:36 /v1/models ................................. ~ 554.93ms
  2026-04-23 13:06:37 /v1/models ................................. ~ 572.92ms
  2026-04-23 13:06:42 /v1/models ................................. ~ 500.75ms
  2026-04-23 13:06:43 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:06:48 /v1/models ................................. ~ 501.19ms
  2026-04-23 13:06:49 /v1/models ................................. ~ 500.60ms
  2026-04-23 13:06:54 /v1/models ................................. ~ 525.75ms
  2026-04-23 13:06:55 /v1/models ................................. ~ 500.60ms
  2026-04-23 13:07:00 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:07:01 /v1/models ................................. ~ 500.52ms
  2026-04-23 13:07:06 /v1/models ................................... ~ 0.26ms
  2026-04-23 13:07:07 /v1/models ................................... ~ 0.25ms
  2026-04-23 13:07:12 /v1/models ................................. ~ 500.86ms
  2026-04-23 13:07:13 /v1/models ................................. ~ 500.91ms
  2026-04-23 13:07:18 /v1/models ................................. ~ 501.36ms
  2026-04-23 13:07:19 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:07:24 /v1/models ................................. ~ 565.29ms
  2026-04-23 13:07:25 /v1/models ................................. ~ 500.55ms
  2026-04-23 13:07:30 /v1/models ................................. ~ 500.63ms
  2026-04-23 13:07:31 /v1/models ................................. ~ 500.64ms
  2026-04-23 13:07:36 /v1/models ................................. ~ 500.86ms
  2026-04-23 13:07:38 /v1/models ................................. ~ 500.61ms
  2026-04-23 13:07:42 /v1/models ................................... ~ 0.38ms
  2026-04-23 13:07:43 /v1/models ................................... ~ 0.33ms
  2026-04-23 13:07:48 /v1/models ................................. ~ 532.59ms
  2026-04-23 13:07:49 /v1/models ................................... ~ 0.26ms
  2026-04-23 13:07:53 /v1/models ................................... ~ 0.28ms
  2026-04-23 13:07:55 /v1/models ................................. ~ 500.67ms
  2026-04-23 13:07:58 /v1/models ................................. ~ 501.32ms
  2026-04-23 13:08:01 /v1/models ................................... ~ 0.33ms
  2026-04-23 13:08:04 /v1/models ................................. ~ 500.96ms
  2026-04-23 13:08:07 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:08:09 /v1/models ................................... ~ 0.29ms
  2026-04-23 13:08:13 /v1/models ................................. ~ 500.62ms
  2026-04-23 13:08:14 /v1/models ................................. ~ 561.14ms
  2026-04-23 13:08:19 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:08:20 /v1/models ................................. ~ 572.07ms
  2026-04-23 13:08:25 /v1/models ................................... ~ 0.34ms
  2026-04-23 13:08:26 /v1/models ................................. ~ 500.45ms
  2026-04-23 13:08:31 /v1/models ................................... ~ 0.27ms
  2026-04-23 13:08:32 /v1/models ................................... ~ 0.33ms
  2026-04-23 13:08:37 /v1/models ................................... ~ 0.34ms
  2026-04-23 13:08:38 /v1/models ................................. ~ 500.58ms
  2026-04-23 13:08:43 /v1/models ................................. ~ 571.29ms
  2026-04-23 13:08:44 /v1/models ................................. ~ 572.72ms
  2026-04-23 13:08:49 /v1/models ................................... ~ 0.37ms
  2026-04-23 13:08:50 /v1/models ................................... ~ 0.27ms
  2026-04-23 13:08:55 /v1/models ................................. ~ 500.67ms
  2026-04-23 13:08:56 /v1/models ................................. ~ 500.56ms
  2026-04-23 13:09:01 /v1/models ................................. ~ 500.74ms
  2026-04-23 13:09:02 /v1/models ................................. ~ 500.44ms
  2026-04-23 13:09:07 /v1/models ................................. ~ 501.15ms
  2026-04-23 13:09:08 /v1/models ................................. ~ 569.26ms
  2026-04-23 13:09:13 /v1/models ................................. ~ 500.72ms
  2026-04-23 13:09:14 /v1/models ................................... ~ 0.31ms
  2026-04-23 13:09:19 /v1/models ................................... ~ 0.31ms
  2026-04-23 13:09:20 /v1/models ................................. ~ 500.59ms
  2026-04-23 13:09:25 /v1/models ................................. ~ 500.79ms
  2026-04-23 13:09:26 /v1/models ................................. ~ 571.25ms
  2026-04-23 13:09:31 /v1/models ................................. ~ 500.53ms
  2026-04-23 13:09:32 /v1/models ................................. ~ 569.33ms
  2026-04-23 13:09:37 /v1/models ................................. ~ 500.45ms
  2026-04-23 13:09:38 /v1/models ................................. ~ 500.70ms
  2026-04-23 13:09:43 /v1/models ................................... ~ 1.32ms
  2026-04-23 13:09:44 /v1/models ................................... ~ 0.45ms
  2026-04-23 13:09:49 /v1/models ................................. ~ 500.62ms
  2026-04-23 13:09:50 /v1/models ................................. ~ 500.98ms
  2026-04-23 13:09:55 /v1/models ................................. ~ 500.51ms
  2026-04-23 13:09:56 /v1/models ................................. ~ 500.64ms
  2026-04-23 13:10:01 /v1/models ................................... ~ 0.52ms
  2026-04-23 13:10:02 /v1/models ................................... ~ 0.44ms
  2026-04-23 13:10:07 /v1/models .................................. ~ 21.39ms
  2026-04-23 13:10:08 /v1/models ................................. ~ 500.73ms
  2026-04-23 13:10:13 /v1/models ................................. ~ 500.74ms
  2026-04-23 13:10:14 /v1/models ................................. ~ 500.81ms
  2026-04-23 13:10:19 /v1/models ................................. ~ 501.21ms
  2026-04-23 13:10:20 /v1/models ................................. ~ 500.61ms
  2026-04-23 13:10:25 /v1/models ................................. ~ 500.52ms
  2026-04-23 13:10:26 /v1/models ................................. ~ 500.62ms
  2026-04-23 13:10:31 /v1/models ................................... ~ 0.31ms
  2026-04-23 13:10:32 /v1/models ................................... ~ 0.31ms
  2026-04-23 13:10:37 /v1/models ................................. ~ 540.34ms
  2026-04-23 13:10:38 /v1/models ................................. ~ 500.51ms
  2026-04-23 13:10:43 /v1/models ................................. ~ 569.75ms
  2026-04-23 13:10:44 /v1/models ................................. ~ 573.48ms
  2026-04-23 13:10:49 /v1/models ................................... ~ 0.38ms
  2026-04-23 13:10:50 /v1/models ................................. ~ 500.66ms
  2026-04-23 13:10:55 /v1/models ................................... ~ 0.28ms
  2026-04-23 13:10:55 /v1/models ................................. ~ 503.82ms
  2026-04-23 13:11:01 /v1/models ................................. ~ 500.82ms
  2026-04-23 13:11:01 /v1/models ................................. ~ 505.47ms
  2026-04-23 13:11:07 /v1/models ................................... ~ 0.28ms
  2026-04-23 13:11:07 /v1/models ................................. ~ 503.95ms
  2026-04-23 13:11:13 /v1/models ................................. ~ 527.97ms
  2026-04-23 13:11:13 /v1/models ....................................... ~ 1s
  2026-04-23 13:11:19 /v1/models ................................... ~ 0.25ms
  2026-04-23 13:11:20 /v1/models ................................. ~ 574.80ms
  2026-04-23 13:11:25 /v1/models ................................. ~ 547.08ms
  2026-04-23 13:11:25 /v1/models ................................. ~ 551.49ms
  2026-04-23 13:11:31 /v1/models ................................... ~ 0.51ms
  2026-04-23 13:11:31 /v1/models ................................. ~ 504.46ms
  2026-04-23 13:11:37 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:11:37 /v1/models ................................. ~ 503.65ms
  2026-04-23 13:11:43 /v1/models ................................. ~ 501.12ms
  2026-04-23 13:11:43 /v1/models ....................................... ~ 1s
  2026-04-23 13:11:49 /v1/models ................................. ~ 565.11ms
  2026-04-23 13:11:49 /v1/models ................................. ~ 568.78ms
  2026-04-23 13:11:55 /v1/models ................................... ~ 0.29ms
  2026-04-23 13:11:55 /v1/models ................................. ~ 504.17ms
  2026-04-23 13:12:01 /v1/models ................................. ~ 510.71ms
  2026-04-23 13:12:01 /v1/models ................................. ~ 513.77ms
  2026-04-23 13:12:07 /v1/models ................................... ~ 0.29ms
  2026-04-23 13:12:07 /v1/models ................................. ~ 503.72ms
  2026-04-23 13:12:13 /v1/models ................................. ~ 572.68ms
  2026-04-23 13:12:14 /v1/models ................................... ~ 0.17ms
  2026-04-23 13:12:19 /v1/models ................................. ~ 573.22ms
  2026-04-23 13:12:19 /v1/models ................................. ~ 577.07ms
  2026-04-23 13:12:25 /v1/models ................................... ~ 3.69ms
  2026-04-23 13:12:25 /v1/models ................................. ~ 513.90ms
  2026-04-23 13:12:31 /v1/models ................................... ~ 1.31ms
  2026-04-23 13:12:32 /v1/models ................................. ~ 500.64ms
  2026-04-23 13:12:37 /v1/models ................................. ~ 500.75ms
  2026-04-23 13:12:37 /v1/models ....................................... ~ 1s
  2026-04-23 13:12:43 /v1/models ................................... ~ 0.29ms
  2026-04-23 13:12:43 /v1/models ................................. ~ 503.53ms
  2026-04-23 13:12:49 /v1/models ................................. ~ 561.53ms
  2026-04-23 13:12:50 /v1/models ................................... ~ 1.80ms
  2026-04-23 13:12:55 /v1/models ................................. ~ 572.77ms
  2026-04-23 13:12:55 /v1/models ....................................... ~ 1s
  2026-04-23 13:13:01 /v1/models ................................. ~ 506.11ms
  2026-04-23 13:13:01 /v1/models ................................. ~ 509.93ms
  2026-04-23 13:13:07 /v1/models ................................... ~ 0.31ms
  2026-04-23 13:13:07 /v1/models ................................. ~ 573.34ms
  2026-04-23 13:13:13 /v1/models ................................... ~ 0.26ms
  2026-04-23 13:13:13 /v1/models ................................. ~ 503.87ms
  2026-04-23 13:13:19 /v1/models ................................. ~ 540.94ms
  2026-04-23 13:13:19 /v1/models ....................................... ~ 1s
  2026-04-23 13:13:25 /v1/models ................................. ~ 500.50ms
  2026-04-23 13:13:26 /v1/models ................................. ~ 500.50ms
  2026-04-23 13:13:31 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:13:32 /v1/models ................................... ~ 0.18ms
  2026-04-23 13:13:37 /v1/models ................................... ~ 0.28ms
  2026-04-23 13:13:37 /v1/models ................................. ~ 574.47ms
  2026-04-23 13:13:43 /v1/models ................................... ~ 0.31ms
  2026-04-23 13:13:43 /v1/models ................................. ~ 503.65ms
  2026-04-23 13:13:49 /v1/models ................................. ~ 560.35ms
  2026-04-23 13:13:49 /v1/models ....................................... ~ 1s
  2026-04-23 13:13:55 /v1/models ................................. ~ 500.59ms
  2026-04-23 13:13:55 /v1/models ................................. ~ 503.61ms
  2026-04-23 13:14:01 /v1/models ................................. ~ 625.98ms
  2026-04-23 13:14:01 /v1/models ....................................... ~ 1s
  2026-04-23 13:14:07 /v1/models ................................. ~ 571.89ms
  2026-04-23 13:14:08 /v1/models ................................. ~ 575.66ms
  2026-04-23 13:14:13 /v1/models ................................. ~ 500.71ms
  2026-04-23 13:14:14 /v1/models ................................. ~ 500.66ms
  2026-04-23 13:14:19 /v1/models ................................. ~ 500.77ms
  2026-04-23 13:14:20 /v1/models ................................. ~ 507.71ms
  2026-04-23 13:14:25 /v1/models ................................... ~ 0.35ms
  2026-04-23 13:14:26 /v1/models ................................... ~ 0.33ms
  2026-04-23 13:14:31 /v1/models ................................. ~ 522.88ms
  2026-04-23 13:14:32 /v1/models ................................. ~ 571.67ms
  2026-04-23 13:14:37 /v1/models ................................... ~ 0.34ms
  2026-04-23 13:14:38 /v1/models ................................... ~ 0.47ms
  2026-04-23 13:14:43 /v1/models ................................. ~ 573.21ms
  2026-04-23 13:14:44 /v1/models ................................... ~ 0.28ms
  2026-04-23 13:14:49 /v1/models ................................... ~ 0.27ms
  2026-04-23 13:14:50 /v1/models ................................... ~ 0.34ms
  2026-04-23 13:14:55 /v1/models ................................... ~ 0.46ms
  2026-04-23 13:14:56 /v1/models ................................... ~ 0.33ms
  2026-04-23 13:15:01 /v1/models ....................................... ~ 1s
  2026-04-23 13:15:02 /v1/models ................................. ~ 500.52ms
  2026-04-23 13:15:07 /v1/models ................................. ~ 501.85ms
  2026-04-23 13:15:08 /v1/models ................................. ~ 500.60ms
  2026-04-23 13:15:13 /v1/models ................................. ~ 502.67ms
  2026-04-23 13:15:14 /v1/models ................................. ~ 515.11ms
  2026-04-23 13:15:19 /v1/models ................................. ~ 500.68ms
  2026-04-23 13:15:20 /v1/models ................................. ~ 500.94ms
  2026-04-23 13:15:25 /v1/models ................................. ~ 569.91ms
  2026-04-23 13:15:26 /v1/models ................................... ~ 0.40ms
  2026-04-23 13:15:31 /v1/models ................................. ~ 500.79ms
  2026-04-23 13:15:32 /v1/models ................................. ~ 500.77ms
  2026-04-23 13:15:37 /v1/models ................................... ~ 0.27ms
  2026-04-23 13:15:38 /v1/models ................................... ~ 0.29ms
  2026-04-23 13:15:43 /v1/models ................................. ~ 501.25ms
  2026-04-23 13:15:44 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:15:49 /v1/models ................................. ~ 501.47ms
  2026-04-23 13:15:50 /v1/models ....................................... ~ 1s
  2026-04-23 13:15:55 /v1/models ................................. ~ 500.53ms
  2026-04-23 13:15:56 /v1/models ................................... ~ 0.26ms
  2026-04-23 13:16:01 /v1/models ................................... ~ 0.53ms
  2026-04-23 13:16:02 /v1/models ................................. ~ 562.49ms
  2026-04-23 13:16:07 /v1/models ................................. ~ 500.41ms
  2026-04-23 13:16:08 /v1/models ................................. ~ 500.47ms
  2026-04-23 13:16:13 /v1/models ................................... ~ 0.54ms
  2026-04-23 13:16:14 /v1/models ................................... ~ 0.51ms
  2026-04-23 13:16:19 /v1/models ................................. ~ 579.95ms
  2026-04-23 13:16:20 /v1/models ....................................... ~ 1s
  2026-04-23 13:16:25 /v1/models ................................. ~ 575.43ms
  2026-04-23 13:16:27 /v1/models ................................. ~ 557.92ms
  2026-04-23 13:16:31 /v1/models ................................... ~ 0.48ms
  2026-04-23 13:16:33 /v1/models ................................. ~ 500.65ms
  2026-04-23 13:16:37 /v1/models ................................. ~ 566.25ms
  2026-04-23 13:16:39 /v1/models ................................... ~ 0.42ms
  2026-04-23 13:16:43 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:16:45 /v1/models ....................................... ~ 1s
  2026-04-23 13:16:49 /v1/models ....................................... ~ 1s
  2026-04-23 13:16:51 /v1/models ....................................... ~ 1s
  2026-04-23 13:16:55 /v1/models ................................. ~ 500.56ms
  2026-04-23 13:16:57 /v1/models ....................................... ~ 1s
  2026-04-23 13:17:01 /v1/models ....................................... ~ 1s
  2026-04-23 13:17:03 /v1/models ................................. ~ 500.69ms
  2026-04-23 13:17:07 /v1/models ................................. ~ 500.75ms
  2026-04-23 13:17:09 /v1/models ................................. ~ 500.93ms
  2026-04-23 13:17:13 /v1/models ................................. ~ 500.50ms
  2026-04-23 13:17:15 /v1/models ................................. ~ 500.62ms
  2026-04-23 13:17:19 /v1/models ................................. ~ 501.00ms
  2026-04-23 13:17:21 /v1/models ................................. ~ 500.67ms
  2026-04-23 13:17:25 /v1/models ................................... ~ 0.34ms
  2026-04-23 13:17:27 /v1/models ................................. ~ 571.73ms
  2026-04-23 13:17:31 /v1/models ................................... ~ 0.73ms
  2026-04-23 13:17:33 /v1/models ................................. ~ 502.49ms
  2026-04-23 13:17:37 /v1/models ................................. ~ 574.85ms
  2026-04-23 13:17:39 /v1/models ................................. ~ 575.05ms
  2026-04-23 13:17:43 /v1/models ................................. ~ 500.67ms
  2026-04-23 13:17:45 /v1/models ................................. ~ 569.32ms
  2026-04-23 13:17:49 /v1/models ................................. ~ 575.24ms
  2026-04-23 13:17:51 /v1/models ................................. ~ 574.85ms
  2026-04-23 13:17:55 /v1/models ................................. ~ 500.49ms
  2026-04-23 13:17:57 /v1/models ................................. ~ 501.18ms
  2026-04-23 13:18:01 /v1/models ................................. ~ 500.79ms
  2026-04-23 13:18:03 /v1/models ................................. ~ 558.22ms
  2026-04-23 13:18:07 /v1/models ................................... ~ 0.24ms
  2026-04-23 13:18:09 /v1/models ................................. ~ 565.05ms
  2026-04-23 13:18:13 /v1/models ................................. ~ 500.87ms
  2026-04-23 13:18:15 /v1/models ................................. ~ 500.75ms
  2026-04-23 13:18:19 /v1/models ................................... ~ 0.72ms
  2026-04-23 13:18:21 /v1/models ................................... ~ 0.25ms
  2026-04-23 13:18:25 /v1/models ................................. ~ 500.65ms
  2026-04-23 13:18:27 /v1/models ................................. ~ 500.75ms
  2026-04-23 13:18:31 /v1/models ................................. ~ 500.71ms
  2026-04-23 13:18:33 /v1/models ................................. ~ 501.10ms
  2026-04-23 13:18:37 /v1/models ................................... ~ 0.33ms
  2026-04-23 13:18:39 /v1/models ................................... ~ 0.33ms
  2026-04-23 13:18:43 /v1/models ................................. ~ 568.30ms
  2026-04-23 13:18:45 /v1/models ................................. ~ 567.86ms
  2026-04-23 13:18:49 /v1/models ................................... ~ 0.48ms
  2026-04-23 13:18:51 /v1/models ................................... ~ 0.32ms
  2026-04-23 13:18:55 /v1/models ................................. ~ 565.43ms
  2026-04-23 13:18:57 /v1/models ................................. ~ 500.70ms
  2026-04-23 13:19:01 /v1/models ................................. ~ 500.54ms
  2026-04-23 13:19:03 /v1/models ................................. ~ 500.68ms
  2026-04-23 13:19:07 /v1/models ................................. ~ 500.90ms
  2026-04-23 13:19:09 /v1/models ................................. ~ 502.53ms
  2026-04-23 13:19:13 /v1/models ................................. ~ 540.00ms
  2026-04-23 13:19:15 /v1/models ................................. ~ 573.92ms
  2026-04-23 13:19:19 /v1/models ................................. ~ 500.76ms
  2026-04-23 13:19:21 /v1/models ................................. ~ 500.62ms
  2026-04-23 13:19:25 /v1/models ................................. ~ 500.66ms
  2026-04-23 13:19:27 /v1/models ................................. ~ 500.74ms
  2026-04-23 13:19:31 /v1/models ................................. ~ 500.57ms
  2026-04-23 13:19:32 /v1/models ................................. ~ 564.80ms
  2026-04-23 13:19:37 /v1/models ................................. ~ 564.05ms
  2026-04-23 13:19:38 /v1/models ................................. ~ 569.14ms
  2026-04-23 13:19:43 /v1/models ....................................... ~ 1s
  2026-04-23 13:19:44 /v1/models ................................. ~ 529.73ms
  2026-04-23 13:19:49 /v1/models ................................. ~ 571.92ms
  2026-04-23 13:19:50 /v1/models ................................. ~ 563.53ms
